Year,Leage,Team,Park,FirstGame,LastGame,Games,Openings,Attendance
1918,NL,BSN,BOS08,4/24/1918,9/2/1918,52,36,127250
1918,AL,CHA,CHI10,4/16/1918,9/1/1918,56,2,39000
1918,NL,CHN,CHI11,4/24/1918,9/1/1918,74,1,2000
1918,NL,CIN,CIN07,4/16/1918,9/2/1918,71,0,0
1918,AL,CLE,CLE06,4/18/1918,8/12/1918,62,3,36000
1918,AL,DET,DET04,4/24/1918,9/2/1918,58,0,0
1918,NL,NY1,NYC14,4/16/1918,8/31/1918,56,20,251700
1918,AL,NYA,NYC14,4/24/1918,9/2/1918,67,1,8000
1918,AL,PHA,PHI11,4/24/1918,8/28/1918,68,0,0
1918,NL,PHI,PHI09,4/16/1918,9/2/1918,57,30,113500
1918,NL,PIT,PIT06,4/25/1918,9/2/1918,71,7,56000
1918,AL,SLA,STL07,4/26/1918,9/1/1918,53,0,0
1918,NL,SLN,STL05,4/16/1918,8/26/1918,73,2,16200
1918,AL,WS1,WAS09,4/15/1918,9/2/1918,74,5,57730
1919,AL,BOS,BOS07,5/1/1919,9/20/1919,66,7,67000
1919,NL,BRO,NYC15,5/2/1919,9/7/1919,70,56,450000
1919,NL,BSN,BOS08,4/19/1919,9/27/1919,68,10,42500
1919,AL,CHA,CHI10,5/2/1919,9/28/1919,70,15,294000
1919,NL,CHN,CHI11,4/24/1919,9/21/1919,71,17,177456
1919,NL,CIN,CIN07,4/23/1919,9/28/1919,70,18,285151
1919,AL,CLE,CLE06,5/1/1919,9/28/1919,69,3,37000
1919,AL,DET,DET04,4/25/1919,9/25/1919,70,13,229000
1919,NL,NY1,NYC14,5/2/1919,9/28/1919,69,43,806000
1919,AL,NYA,NYC14,4/23/1919,9/26/1919,73,54,729500
1919,AL,PHA,PHI11,5/2/1919,9/29/1919,70,7,21200
1919,NL,PHI,PHI09,4/23/1919,9/26/1919,71,11,67400
1919,NL,PIT,PIT06,5/2/1919,9/20/1919,70,13,109000
1919,AL,SLA,STL07,4/23/1919,9/3/1919,70,2,25000
1919,NL,SLN,STL05,5/1/1919,9/28/1919,69,6,25500
1919,AL,WS1,WAS09,4/23/1919,9/28/1919,72,4,43000
1920,AL,BOS,BOS07,4/15/1920,9/28/1920,76,12,137000
1920,NL,BRO,NYC15,4/14/1920,10/3/1920,78,53,645500
1920,NL,BSN,BOS08,4/24/1920,10/2/1920,74,11,58000
1920,AL,CHA,CHI10,4/14/1920,9/27/1920,77,12,286000
1920,NL,CHN,CHI11,4/22/1920,10/3/1920,77,18,155000
1920,NL,CIN,CIN07,4/14/1920,10/3/1920,77,17,184500
1920,AL,CLE,CLE06,4/14/1920,9/25/1920,78,16,292000
1920,AL,DET,DET04,4/22/1920,10/3/1920,78,11,137500
1920,NL,NY1,NYC14,4/14/1920,10/3/1920,80,62,974000
1920,AL,NYA,NYC14,4/22/1920,9/26/1920,77,66,1413288
1920,AL,PHA,PHI11,4/14/1920,10/2/1920,77,11,60400
1920,NL,PHI,PHI09,4/22/1920,9/25/1920,77,14,85500
1920,NL,PIT,PIT06,4/23/1920,10/2/1920,78,17,120800
1920,AL,SLA,STL07,4/22/1920,10/3/1920,78,7,65200
1920,NL,SLN,STL05,4/14/1920,6/6/1920,29,1,1500
1920,NL,SLN,STL07,7/1/1920,9/5/1920,47,6,20500
1920,AL,WS1,WAS09,4/22/1920,10/3/1920,76,13,126000
1921,AL,BOS,BOS07,4/21/1921,10/1/1921,77,14,153500
1921,NL,BRO,NYC15,4/17/1921,10/2/1921,78,73,665000
1921,NL,BSN,BOS08,4/13/1921,9/28/1921,74,19,113000
1921,AL,CHA,CHI10,4/21/1921,10/2/1921,77,13,214000
1921,NL,CHN,CHI11,4/13/1921,9/28/1921,76,21,183500
1921,NL,CIN,CIN07,4/13/1921,10/2/1921,76,24,146034
1921,AL,CLE,CLE06,4/21/1921,9/8/1921,77,15,259000
1921,AL,DET,DET04,4/14/1921,10/2/1921,77,11,154500
1921,NL,NY1,NYC14,4/21/1921,9/10/1921,79,70,1139500
1921,AL,NYA,NYC14,4/13/1921,10/2/1921,78,71,1474000
1921,AL,PHA,PHI11,4/21/1921,9/29/1921,77,11,114000
1921,NL,PHI,PHI09,4/13/1921,10/1/1921,76,19,155500
1921,NL,PIT,PIT06,4/21/1921,9/27/1921,76,29,318300
1921,AL,SLA,STL07,4/13/1921,9/11/1921,77,11,106000
1921,NL,SLN,STL07,4/23/1921,10/2/1921,78,21,166500
1921,AL,WS1,WAS09,4/13/1921,10/2/1921,76,10,89500
1922,AL,BOS,BOS07,4/12/1922,9/30/1922,73,17,93800
1922,NL,BRO,NYC15,4/16/1922,10/1/1922,78,67,563700
1922,NL,BSN,BOS08,4/21/1922,9/27/1922,76,20,60000
1922,AL,CHA,CHI10,4/12/1922,9/24/1922,77,21,332500
1922,NL,CHN,CHI11,4/20/1922,10/1/1922,76,21,222500
1922,NL,CIN,CIN07,4/12/1922,10/1/1922,79,43,301130
1922,AL,CLE,CLE06,4/12/1922,10/1/1922,80,14,228000
1922,AL,DET,DET04,4/20/1922,9/24/1922,77,13,187500
1922,NL,NY1,NYC14,4/12/1922,10/1/1922,79,65,973000
1922,AL,NYA,NYC14,4/20/1922,9/10/1922,77,69,1140000
1922,AL,PHA,PHI11,4/20/1922,9/30/1922,78,13,145000
1922,NL,PHI,PHI09,4/12/1922,9/26/1922,77,21,90500
1922,NL,PIT,PIT06,4/20/1922,9/27/1922,78,20,225500
1922,AL,SLA,STL07,4/20/1922,10/1/1922,77,10,236000
1922,NL,SLN,STL07,4/12/1922,9/2/1922,77,16,134000
1922,AL,WS1,WAS09,4/12/1922,10/1/1922,79,11,141500
1923,AL,BOS,BOS07,4/26/1923,9/29/1923,78,31,197100
1923,NL,BRO,NYC15,4/17/1923,10/7/1923,78,65,650500
1923,NL,BSN,BOS08,4/17/1923,10/6/1923,77,34,154400
1923,AL,CHA,CHI10,4/26/1923,10/4/1923,75,34,470500
1923,NL,CHN,CHI11,4/17/1923,9/30/1923,77,27,390500
1923,NL,CIN,CIN07,4/17/1923,10/7/1923,78,26,268000
1923,AL,CLE,CLE06,4/18/1923,10/7/1923,78,21,234873
1923,AL,DET,DET04,4/26/1923,10/7/1923,77,23,340384
1923,NL,NY1,NYC14,4/26/1923,9/30/1923,77,69,1008000
1923,AL,NYA,NYC16,4/18/1923,10/7/1923,76,71,1578200
1923,AL,PHA,PHI11,4/18/1923,10/3/1923,75,21,253000
1923,NL,PHI,PHI09,4/26/1923,9/29/1923,75,29,83100
1923,NL,PIT,PIT06,4/25/1923,9/26/1923,77,39,477500
1923,AL,SLA,STL07,4/18/1923,10/4/1923,78,59,369000
1923,NL,SLN,STL07,4/25/1923,10/7/1923,78,61,313000
1923,AL,WS1,WAS09,4/26/1923,10/7/1923,79,21,178500
1924,AL,BOS,BOS07,4/15/1924,9/30/1924,77,29,303500
1924,NL,BRO,NYC15,4/20/1924,9/28/1924,77,69,868000
1924,NL,BSN,BOS08,4/23/1924,9/24/1924,76,37,158500
1924,AL,CHA,CHI10,4/15/1924,9/29/1924,77,40,517500
1924,NL,CHN,CHI11,4/23/1924,9/29/1924,78,51,624036
1924,NL,CIN,CIN07,4/15/1924,9/27/1924,76,28,179360
1924,AL,CLE,CLE06,4/23/1924,9/27/1924,75,22,195500
1924,AL,DET,DET04,4/15/1924,9/23/1924,78,28,405297
1924,NL,NY1,NYC14,4/15/1924,9/28/1924,77,70,1182500
1924,AL,NYA,NYC16,4/23/1924,9/7/1924,78,73,1528584
1924,AL,PHA,PHI11,4/23/1924,9/27/1924,75,22,210000
1924,NL,PHI,PHI09,4/15/1924,9/25/1924,76,28,205000
1924,NL,PIT,PIT06,4/24/1924,9/27/1924,77,43,532500
1924,AL,SLA,STL07,4/23/1924,9/24/1924,78,63,537500
1924,NL,SLN,STL07,4/15/1924,9/28/1924,77,53,233000
1924,AL,WS1,WAS09,4/15/1924,9/7/1924,79,30,338500
1925,AL,BOS,BOS07,4/22/1925,10/2/1925,75,30,140000
1925,NL,BRO,NYC15,4/14/1925,10/3/1925,77,58,726000
1925,NL,BSN,BOS08,4/14/1925,9/12/1925,76,49,304500
1925,AL,CHA,CHI10,4/22/1925,10/4/1925,77,35,677500
1925,NL,CHN,CHI11,4/14/1925,10/4/1925,77,37,403200
1925,NL,CIN,CIN07,4/14/1925,10/4/1925,76,35,379973
1925,AL,CLE,CLE06,4/22/1925,9/8/1925,77,20,145116
1925,AL,DET,DET04,4/14/1925,9/13/1925,77,26,243481
1925,NL,NY1,NYC14,4/22/1925,9/12/1925,76,50,859700
1925,AL,NYA,NYC16,4/14/1925,10/3/1925,79,50,768500
1925,AL,PHA,PHI11,4/14/1925,10/2/1925,77,45,886700
1925,NL,PHI,PHI09,4/22/1925,10/3/1925,77,35,267800
1925,NL,PIT,PIT06,4/22/1925,9/26/1925,77,46,710353
1925,AL,SLA,STL07,4/14/1925,10/4/1925,78,53,334500
1925,NL,SLN,STL07,4/22/1925,9/28/1925,76,43,258000
1925,AL,WS1,WAS09,4/22/1925,9/27/1925,76,22,428000
1926,AL,BOS,BOS07,4/13/1926,9/4/1926,77,6,106000
1926,NL,BRO,NYC15,4/18/1926,9/26/1926,76,23,440500
1926,NL,BSN,BOS08,4/21/1926,9/29/1926,77,8,62000
1926,AL,CHA,CHI10,4/13/1926,9/26/1926,79,9,177200
1926,NL,CHN,CHI11,4/21/1926,9/5/1926,78,16,157699
1926,NL,CIN,CIN07,4/13/1926,9/26/1926,77,44,449880
1926,AL,CLE,CLE06,4/21/1926,9/27/1926,80,6,127000
1926,AL,DET,DET04,4/13/1926,9/26/1926,81,8,99055
1926,NL,NY1,NYC14,4/13/1926,9/26/1926,76,28,612500
1926,AL,NYA,NYC16,4/21/1926,9/9/1926,75,36,884500
1926,AL,PHA,PHI11,4/21/1926,9/4/1926,71,8,50159
1926,NL,PHI,PHI09,4/13/1926,9/25/1926,76,5,53000
1926,NL,PIT,PIT06,4/22/1926,9/11/1926,79,6,137000
1926,AL,SLA,STL07,4/21/1926,9/26/1926,79,11,68650
1926,NL,SLN,STL07,4/13/1926,9/1/1926,79,18,279279
1926,AL,WS1,WAS09,4/13/1926,9/6/1926,74,7,108000
1927,AL,BOS,BOS07,4/21/1927,9/28/1927,78,21,289500
1927,NL,BRO,NYC15,4/17/1927,10/2/1927,74,40,596500
1927,NL,BSN,BOS08,4/12/1927,10/1/1927,74,25,284000
1927,AL,CHA,CHI10,4/20/1927,10/2/1927,75,41,613000
1927,NL,CHN,CHI11,4/12/1927,9/27/1927,78,48,994500
1927,NL,CIN,CIN07,4/12/1927,10/2/1927,80,46,345588
1927,AL,CLE,CLE06,4/12/1927,9/26/1927,77,16,122500
1927,AL,DET,DET04,4/20/1927,10/2/1927,78,15,318500
1927,NL,NY1,NYC14,4/20/1927,10/2/1927,74,44,1098000
1927,AL,NYA,NYC16,4/12/1927,10/1/1927,77,61,1488141
1927,AL,PHA,PHI11,4/20/1927,10/1/1927,77,26,445000
1927,NL,PHI,PHI09,4/12/1927,9/28/1927,66,19,180000
1927,NL,PHI,PHI11,5/16/1927,5/28/1927,12,5,18000
1927,NL,PIT,PIT06,4/21/1927,9/24/1927,79,27,454939
1927,AL,SLA,STL07,4/15/1927,9/30/1927,78,47,196877
1927,NL,SLN,STL07,4/20/1927,10/2/1927,80,52,625145
1927,AL,WS1,WAS09,4/12/1927,10/2/1927,79,19,230000
1928,AL,BOS,BOS07,4/11/1928,9/8/1928,74,11,187000
1928,NL,BRO,NYC15,4/11/1928,9/30/1928,77,36,524300
1928,NL,BSN,BOS08,4/21/1928,9/29/1928,76,4,36000
1928,AL,CHA,CHI10,4/11/1928,9/30/1928,78,7,162500
1928,NL,CHN,CHI11,4/18/1928,9/13/1928,77,35,934000
1928,NL,CIN,CIN07,4/11/1928,9/30/1928,78,10,97586
1928,AL,CLE,CLE06,4/18/1928,9/30/1928,77,5,65000
1928,AL,DET,DET04,4/11/1928,9/30/1928,77,6,132000
1928,NL,NY1,NYC14,4/11/1928,9/30/1928,77,24,704000
1928,AL,NYA,NYC16,4/20/1928,9/12/1928,77,34,883265
1928,AL,PHA,PHI11,4/11/1928,9/1/1928,77,19,243160
1928,NL,PHI,PHI09,4/19/1928,9/27/1928,75,7,61000
1928,NL,PIT,PIT06,4/19/1928,9/15/1928,77,6,124000
1928,AL,SLA,STL07,4/18/1928,9/30/1928,77,12,112000
1928,NL,SLN,STL07,4/11/1928,9/12/1928,77,23,318681
1928,AL,WS1,WAS09,4/10/1928,9/10/1928,80,11,133000
1929,AL,BOS,BOS07,4/23/1929,9/28/1929,61,2,36000
1929,AL,BOS,BOS08,4/28/1929,9/29/1929,17,4,106000
1929,NL,BRO,NYC15,4/21/1929,9/29/1929,77,38,608000
1929,NL,BSN,BOS08,4/18/1929,10/6/1929,77,12,185500
1929,AL,CHA,CHI10,4/25/1929,10/6/1929,76,12,195500
1929,NL,CHN,CHI11,4/16/1929,10/6/1929,78,43,1054000
1929,NL,CIN,CIN07,4/16/1929,10/6/1929,78,17,48933
1929,AL,CLE,CLE06,4/16/1929,9/29/1929,76,11,144500
1929,AL,DET,DET04,4/24/1929,9/29/1929,77,17,288975
1929,NL,NY1,NYC14,4/23/1929,9/29/1929,77,38,989000
1929,AL,NYA,NYC16,4/18/1929,10/6/1929,77,29,869645
1929,AL,PHA,PHI11,4/23/1929,9/21/1929,74,10,298000
1929,NL,PHI,PHI09,4/18/1929,10/5/1929,76,8,63000
1929,NL,PIT,PIT06,4/24/1929,10/5/1929,76,22,310500
1929,AL,SLA,STL07,4/16/1929,10/6/1929,77,16,100000
1929,NL,SLN,STL07,4/26/1929,9/29/1929,77,31,334100
1929,AL,WS1,WAS09,4/17/1929,10/6/1929,78,6,90000
1930,AL,BOS,BOS07,4/15/1930,9/27/1930,56,2,11000
1930,AL,BOS,BOS08,4/19/1930,9/28/1930,20,2,60000
1930,NL,BRO,NYC15,4/15/1930,9/28/1930,77,15,315000
1930,NL,BSN,BOS08,4/25/1930,9/22/1930,77,8,92500
1930,AL,CHA,CHI10,4/17/1930,9/21/1930,78,20,192500
1930,NL,CHN,CHI11,4/22/1930,9/28/1930,79,38,850385
1930,NL,CIN,CIN07,4/15/1930,9/2/1930,77,9,101641
1930,AL,CLE,CLE06,4/22/1930,9/28/1930,77,7,125500
1930,AL,DET,DET04,4/15/1930,9/28/1930,78,11,153505
1930,NL,NY1,NYC14,4/15/1930,9/28/1930,77,18,417000
1930,AL,NYA,NYC16,4/22/1930,9/7/1930,76,13,411000
1930,AL,PHA,PHI11,4/15/1930,9/27/1930,76,12,230000
1930,NL,PHI,PHI09,4/22/1930,9/24/1930,77,5,45050
1930,NL,PIT,PIT06,4/25/1930,9/24/1930,77,16,125000
1930,AL,SLA,STL07,4/22/1930,9/21/1930,78,7,24750
1930,NL,SLN,STL07,4/15/1930,9/28/1930,77,23,264058
1930,AL,WS1,WAS09,4/14/1930,9/28/1930,77,13,212000
1931,AL,BOS,BOS07,4/22/1931,9/22/1931,65,12,122618
1931,AL,BOS,BOS08,5/31/1931,9/13/1931,15,2,47000
1931,NL,BRO,NYC15,4/19/1931,9/27/1931,76,37,650500
1931,NL,BSN,BOS08,4/14/1931,9/27/1931,78,8,203000
1931,AL,CHA,CHI10,4/22/1931,9/6/1931,77,13,203411
1931,NL,CHN,CHI11,4/14/1931,9/27/1931,77,25,614800
1931,NL,CIN,CIN07,4/14/1931,9/27/1931,77,3,38000
1931,AL,CLE,CLE06,4/14/1931,9/27/1931,76,15,212662
1931,AL,DET,DET04,4/23/1931,9/23/1931,77,18,189152
1931,NL,NY1,NYC14,4/22/1931,9/8/1931,78,29,527500
1931,AL,NYA,NYC16,4/14/1931,9/27/1931,77,35,721500
1931,AL,PHA,PHI11,4/22/1931,9/25/1931,75,21,364000
1931,NL,PHI,PHI09,4/14/1931,9/5/1931,76,17,192000
1931,NL,PIT,PIT06,4/24/1931,9/24/1931,78,8,77000
1931,AL,SLA,STL07,4/14/1931,9/27/1931,77,7,42500
1931,NL,SLN,STL07,4/22/1931,9/22/1931,78,31,408350
1931,AL,WS1,WAS09,4/14/1931,9/27/1931,79,18,240500
1932,AL,BOS,BOS07,4/13/1932,9/25/1932,71,4,37000
1932,AL,BOS,BOS08,4/19/1932,5/29/1932,6,0,0
1932,NL,BRO,NYC15,4/12/1932,9/25/1932,78,49,731000
1932,NL,BSN,BOS08,4/21/1932,9/18/1932,77,14,324831
1932,AL,CHA,CHI10,4/12/1932,9/19/1932,77,6,103000
1932,NL,CHN,CHI11,4/20/1932,9/25/1932,77,28,631000
1932,NL,CIN,CIN07,4/12/1932,9/18/1932,77,11,142633
1932,AL,CLE,CLE06,4/20/1932,7/30/1932,45,4,43000
1932,AL,CLE,CLE07,7/31/1932,9/25/1932,32,2,88979
1932,AL,DET,DET04,4/13/1932,9/25/1932,78,10,109000
1932,NL,NY1,NYC14,4/12/1932,9/25/1932,77,22,380000
1932,AL,NYA,NYC16,4/20/1932,9/5/1932,77,25,761856
1932,AL,PHA,PHI11,4/12/1932,9/24/1932,77,12,171000
1932,NL,PHI,PHI09,4/20/1932,9/20/1932,77,8,95000
1932,NL,PIT,PIT06,4/20/1932,9/5/1932,76,1,6000
1932,AL,SLA,STL07,4/20/1932,9/18/1932,75,5,32000
1932,NL,SLN,STL07,4/12/1932,9/25/1932,79,19,232462
1932,AL,WS1,WAS09,4/11/1932,9/25/1932,77,11,133000
1933,AL,BOS,BOS07,4/21/1933,9/24/1933,72,9,147000
1933,NL,BRO,NYC15,4/16/1933,10/1/1933,80,33,504400
1933,NL,BSN,BOS08,4/16/1933,10/1/1933,77,17,476000
1933,AL,CHA,CHI10,4/19/1933,10/1/1933,77,18,345398
1933,NL,CHN,CHI11,4/12/1933,9/24/1933,79,17,336000
1933,NL,CIN,CIN07,4/12/1933,10/1/1933,79,12,124480
1933,AL,CLE,CLE07,4/20/1933,9/24/1933,77,13,256000
1933,AL,DET,DET04,4/12/1933,10/1/1933,78,9,106000
1933,NL,NY1,NYC14,4/20/1933,9/27/1933,77,31,673500
1933,AL,NYA,NYC16,4/13/1933,10/1/1933,75,33,1013485
1933,AL,PHA,PHI11,4/20/1933,9/30/1933,76,13,172000
1933,NL,PHI,PHI09,4/13/1933,9/26/1933,72,5,39000
1933,NL,PIT,PIT06,4/21/1933,9/20/1933,77,15,157000
1933,AL,SLA,STL07,4/12/1933,9/3/1933,77,4,37500
1933,NL,SLN,STL07,4/20/1933,10/1/1933,77,7,58800
1933,AL,WS1,WAS09,4/12/1933,10/1/1933,76,16,286000
1934,AL,BOS,BOS07,4/17/1934,9/30/1934,77,15,372897
1934,NL,BRO,NYC15,4/17/1934,9/26/1934,77,17,289493
1934,NL,BSN,BOS08,4/24/1934,9/23/1934,75,8,127000
1934,AL,CHA,CHI10,4/17/1934,9/23/1934,75,8,98000
1934,NL,CHN,CHI11,4/24/1934,9/30/1934,77,12,354138
1934,NL,CIN,CIN07,4/17/1934,9/23/1934,78,15,129163
1934,AL,CLE,CLE06,4/17/1934,9/30/1934,78,6,103000
1934,AL,DET,DET04,4/24/1934,9/30/1934,80,6,147500
1934,NL,NY1,NYC14,4/17/1934,9/30/1934,75,16,377573
1934,AL,NYA,NYC16,4/24/1934,9/24/1934,77,17,599500
1934,AL,PHA,PHI11,4/17/1934,9/26/1934,76,6,88306
1934,NL,PHI,PHI09,4/24/1934,9/30/1934,71,5,38500
1934,NL,PIT,PIT06,4/24/1934,9/23/1934,78,7,92000
1934,AL,SLA,STL07,4/24/1934,9/23/1934,76,3,24000
1934,NL,SLN,STL07,4/17/1934,9/30/1934,77,11,159174
1934,AL,WS1,WAS09,4/24/1934,9/30/1934,76,7,99500
1935,AL,BOS,BOS07,4/23/1935,9/25/1935,79,27,449427
1935,NL,BRO,NYC15,4/23/1935,9/29/1935,77,26,284324
1935,NL,BSN,BOS08,4/16/1935,9/29/1935,75,26,181274
1935,AL,CHA,CHI10,4/23/1935,9/29/1935,77,23,371000
1935,NL,CHN,CHI11,4/16/1935,9/22/1935,77,37,655575
1935,NL,CIN,CIN07,4/16/1935,9/29/1935,76,61,430584
1935,AL,CLE,CLE06,4/23/1935,9/29/1935,77,12,101800
1935,AL,DET,DET04,4/17/1935,9/22/1935,79,32,703500
1935,NL,NY1,NYC14,4/23/1935,9/24/1935,79,46,694081
1935,AL,NYA,NYC16,4/16/1935,9/29/1935,74,49,813181
1935,AL,PHA,PHI11,4/23/1935,9/29/1935,72,13,100007
1935,NL,PHI,PHI09,4/16/1935,9/23/1935,79,24,185347
1935,NL,PIT,PIT06,4/17/1935,9/19/1935,77,24,303562
1935,AL,SLA,STL07,4/16/1935,8/31/1935,76,19,57300
1935,NL,SLN,STL07,4/23/1935,9/29/1935,77,33,575238
1935,AL,WS1,WAS09,4/17/1935,9/24/1935,77,8,83500
1936,AL,BOS,BOS07,4/14/1936,9/27/1936,77,59,649996
1936,NL,BRO,NYC15,4/17/1936,9/24/1936,79,57,525373
1936,NL,BSN,BOS08,4/17/1936,9/25/1936,79,71,521531
1936,AL,CHA,CHI10,4/14/1936,9/26/1936,75,37,454900
1936,NL,CHN,CHI11,4/17/1936,9/24/1936,77,52,762134
1936,NL,CIN,CIN07,4/14/1936,9/27/1936,76,57,474862
1936,AL,CLE,CLE06,4/14/1936,9/27/1936,80,19,241800
1936,AL,CLE,CLE07,8/2/1936,8/2/1936,1,1,65342
1936,AL,DET,DET04,4/17/1936,9/23/1936,77,27,491700
1936,NL,NY1,NYC14,4/14/1936,9/27/1936,78,55,953625
1936,AL,NYA,NYC16,4/17/1936,9/24/1936,77,52,1067362
1936,AL,PHA,PHI11,4/17/1936,9/25/1936,77,21,208080
1936,NL,PHI,PHI09,4/14/1936,9/27/1936,78,25,219500
1936,NL,PIT,PIT06,4/19/1936,9/20/1936,76,27,265255
1936,AL,SLA,STL07,4/17/1936,9/20/1936,77,22,66806
1936,NL,SLN,STL07,4/14/1936,9/27/1936,77,25,283105
1936,AL,WS1,WAS09,4/14/1936,9/27/1936,77,15,216500
1937,AL,BOS,BOS07,4/24/1937,9/27/1937,74,58,573913
1937,NL,BRO,NYC15,4/20/1937,10/3/1937,76,54,454551
1937,NL,BSN,BOS08,4/19/1937,10/3/1937,76,61,457165
1937,AL,CHA,CHI10,4/23/1937,9/30/1937,77,26,463000
1937,NL,CHN,CHI11,4/20/1937,10/3/1937,78,45,799068
1937,NL,CIN,CIN07,4/20/1937,9/30/1937,80,56,423622
1937,AL,CLE,CLE06,4/23/1937,9/27/1937,63,15,129000
1937,AL,CLE,CLE07,5/30/1937,9/6/1937,15,4,133884
1937,AL,DET,DET04,4/20/1937,10/3/1937,77,28,569950
1937,NL,NY1,NYC14,4/23/1937,9/27/1937,75,55,988624
1937,AL,NYA,NYC16,4/20/1937,10/3/1937,79,55,1039111
1937,AL,PHA,PHI11,4/20/1937,10/3/1937,79,23,228483
1937,NL,PHI,PHI09,4/23/1937,9/30/1937,74,24,153000
1937,NL,PIT,PIT06,4/23/1937,10/3/1937,78,32,320867
1937,AL,SLA,STL07,4/21/1937,10/3/1937,78,15,46377
1937,NL,SLN,STL07,4/23/1937,9/26/1937,80,34,341192
1937,AL,WS1,WAS09,4/19/1937,9/30/1937,80,27,316307
1938,AL,BOS,BOS07,4/18/1938,10/2/1938,75,63,661100
1938,NL,BRO,NYC15,4/22/1938,9/29/1938,74,56,728519
1938,NL,BSN,BOS08,4/23/1938,9/28/1938,75,62,455632
1938,AL,CHA,CHI10,4/19/1938,10/2/1938,73,35,244500
1938,NL,CHN,CHI11,4/22/1938,9/29/1938,77,31,665174
1938,NL,CIN,CIN07,4/19/1938,10/2/1938,77,62,717291
1938,AL,CLE,CLE06,4/20/1938,10/1/1938,58,13,73374
1938,AL,CLE,CLE07,4/19/1938,10/2/1938,18,6,288062
1938,AL,DET,DET04,4/22/1938,9/29/1938,79,52,786000
1938,NL,NY1,NYC14,4/19/1938,10/2/1938,73,63,871690
1938,AL,NYA,NYC16,4/22/1938,9/28/1938,79,60,972866
1938,AL,PHA,PHI11,4/23/1938,9/29/1938,76,37,347337
1938,NL,PHI,PHI09,4/19/1938,6/30/1938,28,16,59195
1938,NL,PHI,PHI11,7/4/1938,10/2/1938,47,25,98017
1938,NL,PIT,PIT06,4/22/1938,9/25/1938,78,65,700600
1938,AL,SLA,STL07,4/22/1938,9/25/1938,77,43,105026
1938,NL,SLN,STL07,4/19/1938,10/2/1938,81,54,312368
1938,AL,WS1,WAS09,4/18/1938,10/2/1938,78,58,526300
1939,AL,BOS,BOS07,4/21/1939,9/24/1939,75,66,660998
1939,NL,BRO,NYC15,4/18/1939,10/1/1939,78,63,1048457
1939,NL,BSN,BOS08,4/19/1939,10/1/1939,73,66,347635
1939,AL,CHA,CHI10,4/22/1939,9/27/1939,77,63,753421
1939,NL,CHN,CHI11,4/24/1939,10/1/1939,80,68,821212
1939,NL,CIN,CIN07,4/17/1939,9/28/1939,81,66,967650
1939,AL,CLE,CLE06,4/24/1939,9/24/1939,47,44,243100
1939,AL,CLE,CLE07,4/21/1939,9/4/1939,30,23,468684
1939,AL,DET,DET04,4/18/1939,10/1/1939,78,69,924496
1939,NL,NY1,NYC14,4/21/1939,9/26/1939,74,64,780148
1939,AL,NYA,NYC16,4/20/1939,9/30/1939,77,66,965387
1939,AL,PHA,PHI11,4/20/1939,9/30/1939,76,61,514241
1939,NL,PHI,PHI11,4/21/1939,9/28/1939,74,57,364925
1939,NL,PIT,PIT06,4/18/1939,10/1/1939,77,64,427900
1939,AL,SLA,STL07,4/29/1939,10/1/1939,78,60,142319
1939,NL,SLN,STL07,4/21/1939,9/24/1939,79,68,426751
1939,AL,WS1,WAS09,4/21/1939,9/28/1939,77,66,423050
1940,AL,BOS,BOS07,4/19/1940,9/29/1940,79,63,747909
1940,NL,BRO,NYC15,4/19/1940,9/26/1940,81,63,969439
1940,NL,BSN,BOS08,4/16/1940,9/23/1940,75,58,320679
1940,AL,CHA,CHI10,4/16/1940,9/29/1940,78,60,610677
1940,NL,CHN,CHI11,4/19/1940,9/26/1940,77,67,642511
1940,NL,CIN,CIN07,4/16/1940,9/29/1940,77,64,856577
1940,AL,CLE,CLE06,4/25/1940,8/17/1940,33,31,233948
1940,AL,CLE,CLE07,4/19/1940,9/29/1940,49,35,759035
1940,AL,DET,DET04,4/16/1940,9/25/1940,79,68,1161856
1940,NL,NY1,NYC14,4/16/1940,9/29/1940,76,67,874658
1940,AL,NYA,NYC16,4/19/1940,9/24/1940,76,62,1108624
1940,AL,PHA,PHI11,4/16/1940,9/27/1940,71,51,522941
1940,NL,PHI,PHI11,4/23/1940,9/29/1940,79,64,298470
1940,NL,PIT,PIT06,4/22/1940,9/23/1940,75,63,647074
1940,AL,SLA,STL07,4/20/1940,9/22/1940,77,67,283598
1940,NL,SLN,STL07,4/16/1940,9/29/1940,77,63,388324
1940,AL,WS1,WAS09,4/16/1940,9/29/1940,77,64,477900
1941,AL,BOS,BOS07,4/15/1941,9/21/1941,77,66,784344
1941,NL,BRO,NYC15,4/15/1941,9/28/1941,79,53,975162
1941,NL,BSN,BOS08,4/18/1941,9/28/1941,76,56,306121
1941,AL,CHA,CHI10,4/18/1941,9/24/1941,79,63,666638
1941,NL,CHN,CHI11,4/15/1941,9/28/1941,77,64,570863
1941,NL,CIN,CIN07,4/15/1941,9/25/1941,79,69,653236
1941,AL,CLE,CLE06,4/16/1941,9/22/1941,45,43,257000
1941,AL,CLE,CLE07,4/15/1941,9/1/1941,32,23,600393
1941,AL,DET,DET04,4/18/1941,9/28/1941,77,62,660010
1941,NL,NY1,NYC14,4/18/1941,9/22/1941,78,49,678688
1941,AL,NYA,NYC16,4/15/1941,9/28/1941,78,62,1053678
